Class,PK_CountLineCode,PK_CountLineCodeDecl,PK_CountLineCodeExe,PK_AvgLineCode,PK_AvgLineCodeDecl,PK_AvgLineCodeExe,PK_MaxLineCode,PK_MaxLineCodeDecl,PK_MaxLineCodeExe,PK_MinLineCode,PK_MinLineCodeDecl,PK_MinLineCodeExe,PK_SDLineCode,PK_SDLineCodeDecl,PK_SDLineCodeExe,PK_CountStmt,PK_CountStmtDecl,PK_CountStmtExe,PK_AvgStmt,PK_AvgStmtDecl,PK_AvgStmtExe,PK_MaxStmt,PK_MaxStmtDecl,PK_MaxStmtExe,PK_MinStmt,PK_MinStmtDecl,PK_MinStmtExe,PK_SDStmt,PK_SDStmtDecl,PK_SDStmtExe,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_PKNOMNAMM,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_SumCyclomaticModified,PK_SumCyclomaticStrict,PK_SumEssential,PK_MaxCyclomatic,PK_MaxCyclomaticModified,PK_MaxCyclomaticStrict,PK_MaxEssential,PK_AvgCyclomatic,PK_AvgCyclomaticModified,PK_AvgCyclomaticStrict,PK_AvgEssential,PK_MinCyclomatic,PK_MinCyclomaticModified,PK_MinCyclomaticStrict,PK_MinEssential,PK_SDCyclomatic,PK_SDCyclomaticModified,PK_SDCyclomaticStrict,PK_SDEssential,PK_MaxNesting,PK_MinNesting,PK_AvgNesting,PK_SDNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountLineCodeDecl,CSORD_CountLineCodeExe,CSORD_AvgLineCode,CSORD_AvgLineCodeDecl,CSORD_AvgLineCodeExe,CSORD_MaxLineCode,CSORD_MaxLineCodeDecl,CSORD_MaxLineCodeExe,CSORD_MinLineCode,CSORD_MinLineCodeDecl,CSORD_MinLineCodeExe,CSORD_SDLineCode,CSORD_SDLineCodeDecl,CSORD_SDLineCodeExe,CSORD_LogLineCode,CSORD_LogLineCodeDecl,CSORD_LogLineCodeExe,CSORD_CountLineCodeNAMM,CSORD_CountLineCodeDeclNAMM,CSORD_CountLineCodeExeNAMM,CSORD_AvgLineCodeNAMM,CSORD_AvgLineCodeDeclNAMM,CSORD_AvgLineCodeExeNAMM,CSORD_MaxLineCodeNAMM,CSORD_MaxLineCodeDeclNAMM,CSORD_MaxLineCodeExeNAMM,CSORD_MinLineCodeNAMM,CSORD_MinLineCodeDeclNAMM,CSORD_MinLineCodeExeNAMM,CSORD_SDLineCodeNAMM,CSORD_SDLineCodeDeclNAMM,CSORD_SDLineCodeExeNAMM,CSORD_LogStmt,CSORD_LogStmtDecl,CSORD_LogStmtExe,CSORD_CountStmt,CSORD_CountStmtDecl,CSORD_CountStmtExe,CSORD_AvgStmt,CSORD_AvgStmtDecl,CSORD_AvgStmtExe,CSORD_MaxStmt,CSORD_MaxStmtDecl,CSORD_MaxStmtExe,CSORD_MinStmt,CSORD_MinStmtDecl,CSORD_MinStmtExe,CSORD_SDStmt,CSORD_SDStmtDecl,CSORD_SDStmtExe,CSORD_CountStmtNAMM,CSORD_CountStmtDeclNAMM,CSORD_CountStmtExeNAMM,CSORD_AvgStmtNAMM,CSORD_AvgStmtDeclNAMM,CSORD_AvgStmtExeNAMM,CSORD_MaxStmtNAMM,CSORD_MaxStmtDeclNAMM,CSORD_MaxStmtExeNAMM,CSORD_MinStmtNAMM,CSORD_MinStmtDeclNAMM,CSORD_MinStmtExeNAMM,CSORD_SDStmtNAMM,CSORD_SDStmtDeclNAMM,CSORD_SDStmtExeNAMM,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_CSNOMNAMM,CSORD_SumCSNOP,CSORD_MaxCSNOP,CSORD_MinCSNOP,CSORD_AvgCSNOP,CSORD_SDCSNOP,CSORD_SumCSNOPNAMM,CSORD_MaxCSNOPNAMM,CSORD_MinCSNOPNAMM,CSORD_AvgCSNOPNAMM,CSORD_SDCSNOPNAMM,CSORD_SumCyclomatic,CSORD_SumCyclomaticModified,CSORD_SumCyclomaticStrict,CSORD_SumEssential,CSORD_MaxCyclomatic,CSORD_MaxCyclomaticModified,CSORD_MaxCyclomaticStrict,CSORD_MaxEssential,CSORD_AvgCyclomatic,CSORD_AvgCyclomaticModified,CSORD_AvgCyclomaticStrict,CSORD_AvgEssential,CSORD_MinCyclomatic,CSORD_MinCyclomaticModified,CSORD_MinCyclomaticStrict,CSORD_MinEssential,CSORD_SDCyclomatic,CSORD_SDCyclomaticModified,CSORD_SDCyclomaticStrict,CSORD_SDEssential,CSORD_LogCyclomatic,CSORD_LogCyclomaticStrict,CSORD_LogCyclomaticModified,CSORD_LogEssential,CSORD_SumCyclomaticNAMM,CSORD_SumCyclomaticModifiedNAMM,CSORD_SumCyclomaticStrictNAMM,CSORD_SumEssentialNAMM,CSORD_MaxCyclomaticNAMM,CSORD_MaxCyclomaticModifiedNAMM,CSORD_MaxCyclomaticStrictNAMM,CSORD_MaxEssentialNAMM,CSORD_AvgCyclomaticNAMM,CSORD_AvgCyclomaticModifiedNAMM,CSORD_AvgCyclomaticStrictNAMM,CSORD_AvgEssentialNAMM,CSORD_MinCyclomaticNAMM,CSORD_MinCyclomaticModifiedNAMM,CSORD_MinCyclomaticStrictNAMM,CSORD_MinEssentialNAMM,CSORD_SDCyclomaticNAMM,CSORD_SDCyclomaticModifiedNAMM,CSORD_SDCyclomaticStrictNAMM,CSORD_SDEssentialNAMM,CSORD_MaxNesting,CSORD_MinNesting,CSORD_AvgNesting,CSORD_SDNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_MinCountPath,CSORD_MaxCountPath,CSORD_AvgCountPath,CSORD_SDCountPath,CSORD_SumCountPathLog,CSORD_MinCountPathLog,CSORD_MaxCountPathLog,CSORD_AvgCountPathLog,CSORD_SDCountPathLog,CSORD_SumKnots,CSORD_MinKnots,CSORD_MaxKnots,CSORD_AvgKnots,CSORD_SDKnots,CSORD_NumberOfClassConstructors,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Label_LineCoverage,Label_BranchCoverage,Tests,Label_Combine1
com.liferay.portal.security.permission.InlineSQLHelperUtil,3599,1467,1903,10,53.60869565217392,82.69565217391305,759,229,503,2,2,0,214.67593724967517,59.5546801215961,140.53699336059364,2157,1095,1062,37.43478260869565,37.43478260869565,46.17391304347826,461,172,289,2,2,0,120.90374868516182,43.22119657816513,82.54097911046476,74,152,286,54,178,27,23,575,575,616,359,20,20,21,12,2,2,2,1,0,0,0,0,41.02790787930504,41.02790787930504,44.24262885430192,22.03683117343216,5,0,1.173913043478261,1.5223601217401386,0,0,53,307,168,6,3,1082,55,259,28,71,10,1,0,0,20,29,16,0,0,0,0,0,88,39,32,5,2.176470588235294,1.8823529411764703,7,3,3,3,1,1,1.211250604822,0.8564835163859434,0.4705882352941176,1.9395192526186185,1.57978359661681,1.5185139398778875,78,35,28,5.2,2.333333333333333,1.8666666666666667,7,3,3,3,1,1,1.222020185321557,0.7888106377466155,0.4988876515698589,1.568201724066995,1.2552725051033058,1.3010299956639813,38,19,19,2.117647058823529,1.0,1.1176470588235294,3,1,2,2,1,1,0.32218973970892123,0.0,0.32218973970892123,30,15,15,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,16,1,1,0,15,62,7,0,3.647058823529412,2.167708914433915,61,7,0,4.066666666666666,1.9482185594936607,17,17,17,17,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.2552725051033058,1.2552725051033058,1.2552725051033058,1.2552725051033058,15,15,15,15,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,88,4,0,1010,50,0,0,1,0,0,0,0,17,2,1,0,1,12,0,549,17,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,2,60,17,100.0,100.0,30.0,100.0
com.liferay.portal.service.BaseLocalServiceImpl,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,75,34,13,11,7,7,1,3,3,2,4,1,1,0,0,0,0,5,3,2,4,2.0,2.0,4,2,2,4,2,2,0.0,0.0,0.0,0.6989700043360189,0.4771212547196624,0.4771212547196624,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.6020599913279624,0.4771212547196624,0.3010299956639812,4,3,1,3.0,2.0,1.0,3,2,1,3,2,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,1,3,1,0,0,0,0,0,1,0,1,1,153,2,12,0,549,1,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,1,154,1,33.3,50.0,1.0,41.65
com.liferay.portal.service.BaseServiceImpl,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,810,110,160,55,78,21,9,8,6,24,68,8,6,0,19,4,0,70,19,40,10,1.6666666666666667,5.666666666666668,18,3,11,3,1,1,5.550275268448903,0.7453559924999301,3.5901098714230018,1.7923916894982541,1.0413926851582251,1.5440680443502757,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.5440680443502757,1.0413926851582251,1.3979400086720375,40,16,24,5.666666666666668,1.6666666666666667,4.0,12,3,9,2,1,1,3.1972210155418126,0.7453559924999299,2.768874620972692,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,5,6,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,15,15,15,10,5,5,5,3,2,2,2,1,1,1,1,1,1.384437310486346,1.384437310486346,1.384437310486346,0.9428090415820634,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.0413926851582251,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,1.3333333333333333,1.1055415967851332,0,15,0,815,24,2,0,1,0,0,0,1,5,6,1,96,2,12,0,549,18,1,8,3.0,2.3804761428476167,1,0,1,0.16666666666666666,0.37267799624996495,5,0,2,0.8333333333333334,0.8975274678557507,0,12,183,6,69.0,40.0,5.0,54.5
com.liferay.portal.service.CompanyLocalServiceUtil,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,3736,197,1079,113,245,15,1,7,3,49,629,39,1,0,41,0,0,267,157,62,5,3.234042553191489,1.319148936170213,14,9,5,2,1,0,2.0289886470437692,1.4471213679261234,0.9016859617198762,2.4199557484897585,2.184691430817599,1.7993405494535817,179,107,42,5.966666666666668,3.566666666666667,1.4,14,9,4,3,1,1,2.19823161250634,1.4761059883656351,0.8406346808612328,1.9867717342662448,1.6812412373755872,1.6989700043360187,98,49,49,2.042553191489361,1.0,1.0425531914893618,5,1,4,1,1,0,0.4592985775515511,0.0,0.4592985775515511,60,30,30,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,46,1,1,0,30,98,13,0,2.0851063829787235,2.473947549574235,84,13,0,2.8,2.8331372481167696,48,48,48,47,2,2,2,1,1,1,1,1,1,1,1,1,0.14430489325798446,0.14430489325798446,0.14430489325798446,0.0,1.6901960800285136,1.6901960800285136,1.6901960800285136,1.6812412373755872,30,30,30,30,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,1,0,0.02127659574468085,0.14430489325798446,97,19,0,186,133,0,0,1,0,0,0,0,47,17,1,0,1,12,0,549,48,1,2,1.0212765957446808,0.14430489325798446,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,11,32,47,76.2,95.9,46.6,86.05000000000004
com.liferay.portal.service.CompanyLocalServiceWrapper,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,3531,188,1075,111,198,12,3,8,2,51,614,40,0,0,41,0,0,262,154,58,5,2.96,1.16,13,9,3,3,1,1,1.7394251924127122,1.4277254638059798,0.4176122603564221,2.4099331233312946,2.173186268412274,1.7708520116421442,174,104,39,5.612903225806452,3.3548387096774195,1.2580645161290325,13,9,3,3,1,1,1.878184081033501,1.4711940969021131,0.5059479723018749,2.0043213737826417,1.7075701760979365,1.7075701760979365,102,52,50,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,62,31,31,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,50,1,30,100,13,0,2.0,2.4248711305964283,85,13,0,2.7419354838709675,2.8051535744915688,50,50,50,50,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.7075701760979365,1.7075701760979365,1.7075701760979365,1.7075701760979365,31,31,31,31,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,147,89,0,0,1,0,0,0,0,50,19,1,0,3,12,47,549,50,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,10,0,50,75.7,76.4,29.4,76.05000000000003
com.liferay.portal.service.GroupLocalServiceUtil,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,9284,267,2717,136,614,14,1,129,3,100,1479,88,1,0,91,0,0,619,369,151,6,3.7142857142857135,1.5408163265306123,12,7,5,2,1,0,2.2064424242647185,1.4982983545287878,0.9276739327197516,2.7888751157754172,2.562292864456474,2.1818435879447726,403,240,105,6.948275862068965,4.137931034482759,1.8103448275862069,12,7,4,3,1,1,2.4804227517397903,1.6236217057922142,0.9730311075532732,2.298853076409708,1.9956351945975501,2.0043213737826417,200,100,100,2.020408163265306,1.0,1.020408163265306,5,1,4,1,1,0,0.3187857010574145,0.0,0.3187857010574145,116,58,58,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,97,1,1,0,58,341,12,0,3.4795918367346936,3.0912304921910514,273,12,0,4.706896551724138,3.3988264744013565,99,99,99,98,2,2,2,1,1,1,1,1,1,1,1,1,0.10049854899791943,0.10049854899791943,0.10049854899791943,0.0,2.0,2.0,2.0,1.9956351945975501,58,58,58,58,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,1,0,0.010204081632653059,0.10049854899791943,98,17,0,618,284,0,0,1,0,0,0,0,98,40,1,0,1,12,0,549,99,1,2,1.010204081632653,0.10049854899791943,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,12,99,98,68.6,93.8,94.2,81.19999999999997
com.liferay.portal.service.GroupLocalServiceWrapper,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,8843,258,2713,134,516,11,3,130,2,102,1464,89,0,0,91,0,0,605,368,136,5,3.584158415841584,1.3465346534653466,11,7,3,3,1,1,1.9813857823919188,1.5559997374116783,0.5346534653465347,2.7781512503836434,2.5599066250361124,2.1367205671564067,386,238,89,6.5423728813559325,4.033898305084746,1.5084745762711864,11,7,3,3,1,1,2.1964689220123907,1.6770242177578354,0.5929781587978272,2.3074960379132126,2.008600171761917,2.008600171761917,204,103,101,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,118,59,59,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,101,1,58,343,12,0,3.3960396039603973,3.083264336499313,274,12,0,4.6440677966101696,3.4037004382538893,101,101,101,101,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,2.008600171761917,2.008600171761917,2.008600171761917,2.008600171761917,59,59,59,59,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,416,189,0,0,1,0,0,0,0,101,42,1,0,3,12,98,549,101,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,11,0,101,52.3,51.9,35.4,52.1
com.liferay.portal.service.LayoutServiceWrapper,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,4432,179,1417,113,212,12,3,54,2,41,725,24,0,0,33,0,0,304,194,70,7,4.775,1.75,19,13,5,3,1,1,3.5985240029767764,2.779275984856488,0.9151502608861564,2.4800069429571505,2.2833012287035497,1.8512583487190752,242,160,54,8.642857142857142,5.7142857142857135,1.9285714285714288,19,13,5,3,1,1,3.5578312586892205,2.643822217617393,0.997445717412067,1.9084850188786493,1.6127838567197357,1.6127838567197357,82,42,40,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,56,28,28,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,40,1,27,211,20,0,5.275,4.764386109458384,186,20,1,6.642857142857142,4.9872285870603354,40,40,40,40,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.6127838567197357,1.6127838567197357,1.6127838567197357,1.6127838567197357,28,28,28,28,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,224,63,0,0,1,0,0,0,0,40,12,1,0,3,12,37,549,40,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,7,0,40,89.8,92.5,55.6,91.15
com.liferay.portal.service.ResourcePermissionLocalServiceUtil,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,4100,176,1171,96,270,14,1,26,4,48,631,33,1,0,39,0,0,298,169,82,6,3.565217391304348,1.7826086956521738,10,6,5,2,1,0,2.0468288904098104,1.3294682479496225,1.0407573220509412,2.4683473304121573,2.2174839442139063,1.919078092376074,164,96,42,6.307692307692308,3.692307692307693,1.6153846153846154,9,5,3,3,1,1,1.7045015235507952,1.029160627712281,0.8804248570968921,1.9777236052888485,1.6720978579357175,1.6901960800285136,96,48,48,2.0434782608695654,1.0,1.0434782608695652,5,1,4,1,1,0,0.4642207935665787,0.0,0.4642207935665787,52,26,26,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,45,1,1,0,26,138,7,0,3.0,2.156889870402168,78,6,0,3.0,1.9806758753205744,47,47,47,46,2,2,2,1,1,1,1,1,1,1,1,1,0.1458305202717254,0.1458305202717254,0.1458305202717254,0.0,1.6812412373755872,1.6812412373755872,1.6812412373755872,1.6720978579357175,26,26,26,26,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,1,0,0.021739130434782608,0.1458305202717254,97,17,0,215,125,0,0,1,0,0,0,0,46,20,1,0,1,12,0,549,47,1,2,1.0217391304347827,0.1458305202717254,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,11,18,46,59.3,96.7,47.6,78.0
com.liferay.portal.service.ResourcePermissionLocalServiceWrapper,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,3903,167,1167,94,224,11,3,27,3,50,616,34,0,0,39,0,0,300,176,75,5,3.4489795918367347,1.5306122448979589,9,6,2,3,1,1,1.7319305721858882,1.34105082905687,0.4990620106382647,2.4683473304121573,2.230448921378274,1.880813592280792,167,97,43,6.1851851851851825,3.592592592592593,1.5925925925925926,8,5,2,3,1,1,1.4411167746921274,1.063162969956098,0.4913518207933925,1.9956351945975501,1.6989700043360187,1.6989700043360187,100,51,49,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,54,27,27,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,49,1,26,140,7,0,2.8571428571428568,2.166535841157586,79,6,0,2.9259259259259265,1.980009837722024,49,49,49,49,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.6989700043360187,1.6989700043360187,1.6989700043360187,1.6989700043360187,27,27,27,27,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,185,82,0,0,1,0,0,0,0,49,22,1,0,3,12,46,549,49,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,10,0,49,84.6,87.8,42.2,86.19999999999996
com.liferay.portal.service.RoleLocalServiceWrapper,42089,28235,7956,5,82.86687306501548,24.628482972136226,971,642,223,0,0,0,123.78008660146752,83.75918739019394,33.36065320895782,15725,9763,5962,26.566563467492266,26.566563467492266,18.458204334365327,316,159,159,1,1,0,42.13364414098708,22.089693244428922,22.98903936968464,2468,110,5429,138,4410,324,323,5698,5698,5704,5550,15,15,16,3,1,1,1,1,0,0,0,0,21.529797311232304,21.529797311232304,21.58697320221359,21.273217885241007,3,0,0.35294117647058826,0.533011497626188,0,0,3,7894,3383,111,2,4888,194,1502,105,270,11,3,63,3,64,845,54,0,0,54,0,0,344,205,76,5,3.1587301587301586,1.2063492063492065,10,7,2,3,1,1,1.7024873241640537,1.3939364063555648,0.4046840883803797,2.530199698203082,2.3010299956639813,1.8864907251724816,200,122,44,5.882352941176473,3.5882352941176467,1.2941176470588236,10,7,2,3,1,1,1.890606903528023,1.51691728920325,0.4556450995538138,2.103803720955957,1.8061799739838869,1.8061799739838869,128,65,63,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,68,34,34,2.0,1.0,1.0,2,1,1,2,1,1,0.0,0.0,0.0,0,0,63,1,33,156,10,0,2.4761904761904763,2.322130540997449,112,10,0,3.294117647058824,2.7389286416053684,63,63,63,63,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.8061799739838869,1.8061799739838869,1.8061799739838869,1.8061799739838869,34,34,34,34,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,206,116,0,0,1,0,0,0,0,63,29,1,0,3,12,60,549,63,1,1,1.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,9,0,63,68.8,67.3,34.8,68.05
